months_driven,total_kms_driven,make,vehicle_model,year,fuel_type,last_service_type,days_until_service,kms_until_service,driver_profile,trigger
4.55,5724.3,Ford,Focus,2017,diesel,brake_service,39,1603.5,average,time
3.43,6683.7,Honda,Civic,2012,hybrid,full_service,46,2916.3,average,km
9.24,26185.1,Toyota,RAV4,2010,electric,oil_change,115,10718.3,heavy,time
4.38,6913.9,Ford,Focus,2019,petrol,full_service,35,1754.1,average,time
4.36,3550.9,Hyundai,Tucson,2018,diesel,oil_change,55,1494.9,light,time
3.34,2708.4,Maruti,Swift,2014,diesel,oil_change,97,2510.1,light,time
0.58,1264.9,Maruti,Baleno,2011,diesel,oil_change,134,9599.4,average,time
5.31,4833.4,Maruti,Baleno,2018,petrol,full_service,55,1609.8,light,time
3.59,5334.4,Ford,Focus,2016,petrol,oil_change,69,3322.8,average,time
1.98,3207.5,Volkswagen,Golf,2014,petrol,full_service,90,4792.5,average,km
4.59,4125.2,Honda,CR-V,2022,diesel,oil_change,25,741.2,light,time
0.51,715.3,Ford,Focus,2021,hybrid,full_service,208,10347.6,average,time
2.91,2522.0,Toyota,RAV4,2018,petrol,oil_change,86,2444.9,light,time
2.38,5595.6,Volkswagen,Polo,2011,petrol,full_service,31,2404.4,heavy,km
5.28,4068.5,Volkswagen,Polo,2021,diesel,oil_change,39,981.1,light,time
2.84,8624.3,Hyundai,Creta,2022,petrol,full_service,23,2375.7,heavy,km
3.37,5742.7,Hyundai,Creta,2013,diesel,inspection,65,3567.8,average,time
1.26,1729.1,Ford,Escape,2012,petrol,full_service,137,6270.9,average,km
1.38,1463.2,BMW,3 Series,2018,diesel,oil_change,120,4092.5,average,time
5.27,4127.3,Toyota,RAV4,2011,petrol,oil_change,12,304.1,light,time
10.99,7509.6,Ford,Escape,2017,electric,oil_change,94,2136.8,light,time
4.61,6100.1,Hyundai,Creta,2011,electric,oil_change,221,9629.3,average,time
3.37,2170.2,Honda,Accord,2022,petrol,full_service,69,1493.4,light,time
4.0,5991.1,Ford,Focus,2021,petrol,inspection,61,2987.2,average,time
6.46,9912.8,Honda,Civic,2020,petrol,full_service,1,87.2,average,km
0.76,1600.7,Maruti,Vitara,2019,petrol,full_service,134,8399.3,average,km
0.3,886.8,Hyundai,Tucson,2023,petrol,inspection,100,10113.2,heavy,km
1.11,3236.6,Hyundai,Tucson,2010,petrol,oil_change,54,4763.4,heavy,km
0.37,906.6,Ford,Escape,2019,petrol,oil_change,119,9093.4,heavy,km
2.98,9071.9,Toyota,Corolla,2024,diesel,full_service,75,7428.1,heavy,km
6.8,23212.8,Maruti,Swift,2022,electric,full_service,108,12078.9,heavy,time
1.98,2090.4,BMW,3 Series,2011,diesel,brake_service,134,4587.7,average,time
0.89,1366.3,Volkswagen,Polo,2020,petrol,oil_change,134,6758.8,average,time
5.07,4620.8,Volkswagen,Golf,2021,diesel,oil_change,34,1032.8,light,time
1.58,2866.0,BMW,3 Series,2010,hybrid,oil_change,113,6734.0,average,km
4.78,5267.5,Toyota,Corolla,2017,petrol,oil_change,25,907.1,light,time
4.94,4112.5,Toyota,Camry,2024,petrol,oil_change,11,312.0,light,time
4.1,4257.1,Ford,Focus,2014,diesel,oil_change,40,1353.7,light,time
0.13,453.3,Toyota,Camry,2019,petrol,full_service,78,9546.7,heavy,km
1.28,4103.3,Ford,Fiesta,2018,petrol,oil_change,56,5896.7,heavy,km
2.47,4016.6,Toyota,RAV4,2022,electric,full_service,312,16836.9,average,time
1.44,2034.8,Ford,Fiesta,2017,diesel,full_service,150,7014.9,average,time
4.5,5804.7,Maruti,Baleno,2010,diesel,full_service,65,2773.2,average,time
0.82,938.7,Honda,CR-V,2011,petrol,full_service,146,5808.1,average,time
0.71,1576.3,Volkswagen,Polo,2019,petrol,brake_service,115,8423.7,heavy,km
3.59,3027.5,Maruti,Swift,2013,petrol,full_service,46,1290.6,light,time
1.99,7127.8,BMW,3 Series,2022,petrol,oil_change,33,3872.2,heavy,km
3.48,5820.1,Honda,CR-V,2014,hybrid,full_service,63,3449.7,average,time
2.29,3697.7,Toyota,Corolla,2015,electric,oil_change,211,11014.4,average,time
2.33,3861.5,Hyundai,i20,2024,electric,full_service,282,15365.3,average,time
5.99,8719.8,Ford,Focus,2022,petrol,full_service,6,298.6,average,time
3.41,5290.8,Hyundai,i20,2024,petrol,oil_change,75,3789.2,average,time
0.34,266.2,Hyundai,i20,2010,hybrid,oil_change,175,5171.4,light,time
1.54,906.2,Ford,Fiesta,2024,hybrid,full_service,128,2576.0,light,time
0.58,1441.9,Maruti,Baleno,2016,petrol,oil_change,115,8558.1,average,km
1.11,1351.5,Hyundai,Tucson,2011,petrol,oil_change,165,6436.4,average,time
3.41,9861.4,Honda,Accord,2023,hybrid,full_service,36,3338.6,heavy,km
0.19,429.3,Volkswagen,Polo,2011,petrol,oil_change,113,7570.7,average,km
0.21,550.6,Volkswagen,Polo,2023,petrol,oil_change,119,10449.4,heavy,km
4.4,3295.0,Ford,Fiesta,2024,diesel,brake_service,34,816.4,light,time
5.75,8223.5,BMW,3 Series,2020,petrol,full_service,31,1446.1,average,time
1.31,5511.2,Toyota,Corolla,2023,hybrid,inspection,57,7688.8,heavy,km
0.96,911.3,Honda,Accord,2011,petrol,full_service,124,3756.5,light,time
1.42,1223.9,Ford,Escape,2022,petrol,oil_change,131,3789.5,light,time
1.33,4322.1,Maruti,Swift,2014,petrol,oil_change,34,3677.9,heavy,km
4.48,9106.3,Hyundai,i20,2017,electric,oil_change,173,11447.7,average,time
3.43,5959.3,Honda,Accord,2019,hybrid,oil_change,29,1634.0,average,time
5.31,6841.9,Ford,Focus,2016,hybrid,oil_change,21,869.6,average,time
4.86,8403.7,Honda,Accord,2013,diesel,oil_change,37,2124.0,average,time
0.51,716.6,Hyundai,i20,2017,petrol,full_service,150,7460.4,average,time
2.74,3809.1,Volkswagen,Polo,2020,petrol,full_service,100,4516.8,average,time
1.75,2438.4,BMW,5 Series,2021,diesel,brake_service,140,6379.4,average,time
4.98,10275.8,Toyota,Camry,2024,hybrid,full_service,42,2924.2,average,km
4.14,7031.3,Honda,Accord,2016,diesel,oil_change,51,2860.0,average,time
1.81,3002.9,Maruti,Swift,2010,diesel,full_service,140,7488.8,average,time
1.86,2546.0,Toyota,Camry,2021,petrol,full_service,104,4742.8,average,time
0.69,1090.7,BMW,5 Series,2022,diesel,full_service,159,7834.1,average,time
5.94,4423.6,Volkswagen,Tiguan,2018,diesel,inspection,18,424.7,light,time
1.22,1381.5,Toyota,RAV4,2013,diesel,brake_service,172,6504.6,average,time
1.0,624.6,Honda,Civic,2024,hybrid,oil_change,149,2972.5,light,time
9.95,5696.0,Volkswagen,Tiguan,2022,electric,full_service,119,2253.0,light,time
0.97,931.4,Toyota,Camry,2015,hybrid,full_service,157,5024.0,light,time
1.09,3431.8,Toyota,Corolla,2015,petrol,full_service,43,4568.2,heavy,km
1.58,4253.0,Maruti,Swift,2015,petrol,oil_change,41,3747.0,heavy,km
0.85,1189.8,Maruti,Baleno,2013,hybrid,oil_change,160,7439.1,average,time
0.45,303.2,Hyundai,Creta,2022,petrol,oil_change,189,4596.5,average,time
6.06,4969.2,Volkswagen,Golf,2018,petrol,brake_service,16,421.6,light,time
0.16,281.9,Toyota,RAV4,2023,diesel,oil_change,212,13401.5,average,time
1.71,3837.8,Maruti,Vitara,2013,diesel,oil_change,111,8162.2,average,km
1.37,2427.0,Maruti,Swift,2022,petrol,brake_service,141,8225.0,average,time
1.41,2132.1,Hyundai,i20,2011,hybrid,full_service,134,6598.8,average,time
1.06,1496.2,Toyota,RAV4,2011,hybrid,full_service,144,6640.3,average,time
2.77,3410.3,BMW,X3,2014,petrol,full_service,65,2659.1,average,time
4.3,5250.4,Hyundai,Creta,2014,hybrid,full_service,52,2083.3,average,time
2.05,4385.3,Honda,Civic,2014,petrol,brake_service,51,3614.7,heavy,km
3.17,1675.0,Hyundai,i20,2010,petrol,full_service,89,1592.2,light,time
2.35,3191.0,Maruti,Swift,2018,petrol,oil_change,138,6112.4,average,time
3.02,4129.7,BMW,3 Series,2010,petrol,inspection,82,3870.3,average,km
2.88,10778.3,Hyundai,Creta,2024,petrol,oil_change,2,221.7,heavy,km
2.49,3093.6,Maruti,Swift,2019,petrol,oil_change,66,2773.4,average,time
5.32,9125.4,Toyota,RAV4,2013,diesel,full_service,17,945.7,average,time
2.22,4163.6,Maruti,Baleno,2021,petrol,inspection,110,6836.4,average,km
5.17,7578.2,BMW,5 Series,2017,diesel,full_service,25,1202.7,average,time
2.09,1466.7,BMW,X3,2019,diesel,full_service,150,3724.4,light,time
0.87,2745.2,Volkswagen,Polo,2010,petrol,full_service,51,5254.8,heavy,km
2.15,4902.0,Ford,Focus,2015,diesel,oil_change,95,7098.0,average,km
2.1,3260.0,Volkswagen,Golf,2013,hybrid,inspection,92,4698.5,average,time
0.94,1804.6,Hyundai,i20,2022,petrol,full_service,145,9195.4,average,km
2.31,3798.3,BMW,3 Series,2014,hybrid,oil_change,104,5615.8,average,time
0.22,329.9,BMW,X3,2021,petrol,oil_change,165,7323.1,average,time
3.25,6404.6,Ford,Escape,2016,diesel,full_service,90,5802.6,average,time
1.99,2013.7,Toyota,RAV4,2013,hybrid,inspection,132,4292.6,average,time
0.39,290.0,Toyota,Camry,2019,diesel,oil_change,201,5156.7,light,time
0.77,1998.9,BMW,5 Series,2021,diesel,inspection,160,14501.1,heavy,km
1.54,3044.6,Hyundai,Tucson,2015,diesel,inspection,135,8842.7,average,time
1.82,2627.4,Toyota,RAV4,2015,petrol,oil_change,113,5372.6,average,km
0.48,1341.2,Honda,CR-V,2012,petrol,oil_change,73,6658.8,heavy,km
1.07,1819.6,Hyundai,Creta,2023,petrol,inspection,143,7998.5,average,time
2.3,6290.6,Honda,CR-V,2022,petrol,full_service,50,4709.4,heavy,km
1.99,5917.6,Honda,CR-V,2012,diesel,brake_service,63,6082.4,heavy,km
3.36,6876.2,Hyundai,Creta,2022,petrol,full_service,54,3631.5,heavy,time
9.24,8249.9,Ford,Escape,2016,electric,oil_change,134,3930.7,light,time
2.68,9549.0,Maruti,Vitara,2017,petrol,oil_change,4,451.0,heavy,km
1.94,3226.6,BMW,X3,2024,petrol,full_service,116,6245.7,average,time
5.03,7958.4,Maruti,Baleno,2010,hybrid,full_service,26,1347.5,average,time
0.43,520.2,BMW,X3,2021,hybrid,oil_change,162,5956.1,average,time
2.86,9263.4,Maruti,Vitara,2022,petrol,brake_service,17,1736.6,heavy,km
1.05,1776.9,Hyundai,i20,2015,petrol,inspection,112,6223.1,average,km
4.6,5930.1,Hyundai,Tucson,2021,hybrid,full_service,30,1272.1,average,time
6.48,5028.7,Ford,Escape,2012,petrol,inspection,6,143.1,light,time
5.01,7979.7,Toyota,RAV4,2014,petrol,brake_service,0,20.3,average,km
1.76,2847.4,BMW,3 Series,2018,petrol,oil_change,133,7152.6,average,km
5.17,3455.0,Honda,Accord,2024,petrol,full_service,31,665.7,light,time
12.32,44360.2,BMW,5 Series,2019,electric,inspection,17,2056.1,heavy,time
3.37,4551.6,BMW,3 Series,2017,petrol,inspection,79,3566.4,average,time
1.55,2382.0,Ford,Fiesta,2020,diesel,inspection,141,7319.0,average,time
5.16,7164.5,BMW,X3,2021,diesel,inspection,32,1448.1,average,time
0.27,733.8,Ford,Fiesta,2014,hybrid,brake_service,103,8866.2,heavy,km
1.56,4587.4,Hyundai,Tucson,2011,electric,oil_change,317,29997.8,heavy,time
4.53,2606.0,Ford,Fiesta,2021,petrol,oil_change,6,105.7,light,time
2.59,3654.4,Hyundai,Tucson,2010,diesel,full_service,116,5390.8,average,time
2.41,3253.3,BMW,5 Series,2018,petrol,full_service,116,5061.3,average,time
0.29,124.6,Toyota,Corolla,2015,petrol,oil_change,182,2590.1,average,time
2.67,10029.1,Hyundai,Tucson,2023,petrol,full_service,8,970.9,heavy,km
1.17,4730.5,Honda,CR-V,2017,petrol,oil_change,41,5269.5,heavy,km
1.58,1289.8,Honda,Civic,2010,petrol,inspection,120,3303.0,light,time
4.52,5911.5,Ford,Fiesta,2014,petrol,brake_service,15,627.2,average,time
9.43,40813.8,BMW,3 Series,2022,electric,full_service,192,27303.2,heavy,time
4.77,6678.4,Ford,Fiesta,2010,hybrid,full_service,28,1261.3,average,time
0.33,1192.7,Honda,Civic,2022,diesel,oil_change,131,15307.3,heavy,km
2.84,10594.2,BMW,X3,2016,diesel,brake_service,35,4405.8,heavy,km
1.96,3108.6,Volkswagen,Golf,2021,diesel,full_service,157,7898.2,average,time
2.65,5400.4,Ford,Fiesta,2022,petrol,inspection,82,5599.6,average,km
4.77,6809.1,Hyundai,i20,2023,petrol,oil_change,50,2380.8,average,time
2.05,1698.5,Ford,Escape,2016,hybrid,brake_service,129,3467.5,light,time
0.76,973.8,Maruti,Baleno,2023,diesel,inspection,157,6566.7,average,time
1.0,2805.7,Maruti,Swift,2013,petrol,full_service,57,5194.3,heavy,km
4.25,14134.9,Volkswagen,Tiguan,2021,diesel,oil_change,22,2365.1,heavy,km
2.93,1643.9,Volkswagen,Polo,2021,electric,inspection,308,5732.1,average,time
0.16,54.5,Ford,Fiesta,2016,petrol,brake_service,177,3542.5,light,time
0.13,50.5,Maruti,Swift,2020,hybrid,full_service,182,3582.0,light,time
0.11,330.0,Ford,Escape,2020,petrol,oil_change,169,9670.0,average,km
3.44,4960.9,Maruti,Baleno,2014,hybrid,oil_change,62,2933.0,average,time
5.56,14963.4,BMW,3 Series,2018,diesel,brake_service,1,36.6,heavy,km
5.11,9545.9,BMW,3 Series,2024,diesel,oil_change,52,3210.0,average,time
2.52,1456.0,BMW,5 Series,2011,diesel,oil_change,104,2063.6,light,time
2.39,9622.3,Toyota,RAV4,2017,petrol,oil_change,3,377.7,heavy,km
2.8,4422.8,Toyota,Camry,2023,petrol,full_service,112,5694.6,average,time
3.24,2333.1,Honda,CR-V,2013,petrol,brake_service,37,849.2,light,time
4.34,7221.5,Hyundai,Tucson,2020,diesel,inspection,74,4088.9,average,time
0.84,464.1,Maruti,Swift,2016,electric,full_service,331,6648.8,light,time
2.78,3612.6,Honda,CR-V,2015,hybrid,oil_change,107,4553.6,average,time
2.67,6076.4,BMW,3 Series,2014,petrol,brake_service,26,1923.6,average,km
5.52,5181.5,Maruti,Baleno,2021,electric,oil_change,198,6081.1,light,time
11.61,9305.5,Ford,Fiesta,2016,electric,inspection,25,661.6,light,time
1.58,2931.5,Honda,CR-V,2023,petrol,oil_change,114,6843.4,average,time
3.14,7101.5,Maruti,Baleno,2022,petrol,full_service,52,3898.5,heavy,km
4.98,7127.7,Ford,Escape,2010,petrol,full_service,18,872.3,average,km
5.66,4618.7,BMW,3 Series,2021,diesel,full_service,19,505.9,light,time
1.17,3543.3,Honda,CR-V,2014,hybrid,full_service,61,6056.7,heavy,km
1.37,1539.4,Maruti,Swift,2024,hybrid,inspection,147,5352.3,light,time
0.72,681.5,BMW,3 Series,2024,petrol,oil_change,132,4188.1,average,time
0.98,1540.2,Volkswagen,Tiguan,2017,petrol,inspection,155,7703.1,average,time
3.9,6151.4,Volkswagen,Polo,2013,diesel,full_service,73,3813.8,average,time
3.55,4723.5,Honda,Accord,2010,diesel,inspection,79,3504.8,average,time
3.92,3965.1,Volkswagen,Polo,2014,petrol,full_service,74,2486.0,light,time
1.77,3053.8,Maruti,Baleno,2017,hybrid,oil_change,105,5916.6,average,time
0.4,320.5,Toyota,Corolla,2016,petrol,inspection,181,5249.7,light,time
4.85,12251.1,Honda,CR-V,2020,diesel,full_service,33,2748.9,heavy,km
3.75,2982.9,Honda,Civic,2020,hybrid,inspection,62,1672.8,light,time
3.68,1869.5,Toyota,RAV4,2013,petrol,brake_service,66,1114.6,light,time
1.9,6574.0,Toyota,Camry,2019,petrol,brake_service,30,3426.0,heavy,km
2.14,2700.4,Ford,Fiesta,2015,diesel,oil_change,144,6072.5,average,time
2.1,6105.3,Toyota,Camry,2019,electric,brake_service,336,32355.0,heavy,time
5.37,4936.3,Honda,Civic,2023,diesel,full_service,8,238.4,light,time
6.58,21977.8,Maruti,Vitara,2019,electric,inspection,195,21407.2,heavy,time
3.48,2432.3,Volkswagen,Polo,2021,petrol,oil_change,50,1135.6,light,time
2.57,6238.0,Toyota,Camry,2014,petrol,full_service,21,1762.0,heavy,km
1.65,1916.8,Honda,Civic,2011,diesel,brake_service,148,5463.0,average,time
4.06,7775.4,Honda,Accord,2019,petrol,oil_change,35,2224.6,average,km
2.79,4162.8,Hyundai,Tucson,2016,diesel,full_service,100,4916.9,average,time
1.21,3902.1,Ford,Focus,2023,hybrid,oil_change,88,9297.9,heavy,km
1.26,2075.1,Maruti,Vitara,2015,diesel,brake_service,118,6484.6,average,time
10.09,15144.1,Hyundai,Tucson,2010,electric,oil_change,68,3355.2,average,time
3.87,6022.9,Hyundai,Creta,2017,diesel,full_service,39,1924.3,average,time
0.42,246.2,Honda,CR-V,2018,hybrid,full_service,202,4512.4,light,time
2.97,7088.8,Hyundai,Creta,2024,petrol,full_service,49,3911.2,heavy,km
4.48,6475.3,Volkswagen,Polo,2012,diesel,brake_service,16,753.7,average,time
2.37,3178.5,Volkswagen,Golf,2022,petrol,oil_change,139,5963.1,average,time
2.88,4432.0,BMW,5 Series,2017,diesel,inspection,91,4591.6,average,time
2.22,7680.0,Toyota,Corolla,2011,petrol,oil_change,3,320.0,heavy,km
2.4,4880.4,Hyundai,Tucson,2011,diesel,full_service,108,7119.6,average,km
1.41,1429.9,Toyota,RAV4,2012,diesel,brake_service,156,5206.0,light,time
4.26,7199.6,Maruti,Baleno,2022,petrol,full_service,66,3690.4,average,time
1.27,1198.1,BMW,3 Series,2022,petrol,oil_change,162,4590.2,light,time
0.22,635.5,Ford,Focus,2019,petrol,oil_change,103,9364.5,heavy,km
0.56,1493.1,Honda,CR-V,2023,petrol,oil_change,112,9506.9,heavy,km
1.6,1906.8,BMW,X3,2013,diesel,oil_change,121,4990.1,average,time
5.3,7971.2,Hyundai,Tucson,2016,petrol,full_service,10,510.5,average,time
2.29,2997.0,BMW,5 Series,2024,petrol,inspection,116,5003.6,average,time
2.16,7236.7,Toyota,Corolla,2023,hybrid,oil_change,54,5963.3,heavy,km
1.79,1565.3,Maruti,Vitara,2022,petrol,oil_change,110,3132.5,light,time
3.37,5469.2,Toyota,Corolla,2021,petrol,oil_change,79,4308.8,average,time
2.65,4837.4,Volkswagen,Golf,2011,hybrid,oil_change,78,4762.6,average,km
0.6,1882.4,Hyundai,Tucson,2024,hybrid,oil_change,113,11317.6,heavy,km
5.25,7087.6,Volkswagen,Polo,2020,petrol,oil_change,57,2544.9,average,time
0.67,647.5,Ford,Focus,2022,diesel,oil_change,161,5652.0,light,time
4.14,13828.7,Maruti,Swift,2017,electric,oil_change,201,22040.3,heavy,time
3.55,5505.3,Volkswagen,Tiguan,2011,hybrid,oil_change,81,4082.8,average,time
0.37,328.8,Toyota,Camry,2015,hybrid,full_service,160,5281.0,light,time
1.27,2640.1,Honda,Accord,2019,petrol,oil_change,109,7359.9,average,km
3.15,4079.4,Toyota,RAV4,2020,diesel,oil_change,58,2504.1,average,time
0.82,692.0,BMW,3 Series,2014,petrol,oil_change,151,4302.1,light,time
3.86,2622.5,BMW,3 Series,2014,diesel,full_service,84,1910.5,light,time
1.1,1846.1,BMW,5 Series,2012,electric,inspection,328,17519.0,average,time
3.94,15006.8,Toyota,Corolla,2018,diesel,inspection,0,0.0,heavy,km
3.85,2549.3,Maruti,Baleno,2015,hybrid,oil_change,76,1625.1,light,time
0.59,954.1,Maruti,Vitara,2015,petrol,oil_change,129,7045.9,average,km
4.36,6160.4,Hyundai,Creta,2012,petrol,oil_change,37,1839.6,average,km
0.44,1344.9,BMW,X3,2017,petrol,inspection,89,8655.1,heavy,km
0.72,897.4,Hyundai,Creta,2019,hybrid,oil_change,180,7214.5,average,time
5.66,5097.3,Ford,Escape,2010,diesel,inspection,15,454.9,light,time
4.96,5349.4,Toyota,Camry,2013,hybrid,full_service,47,1690.7,light,time
4.81,8290.0,Toyota,RAV4,2020,petrol,oil_change,20,1135.6,average,time
2.25,2123.2,Maruti,Swift,2018,petrol,full_service,120,3754.2,light,time
3.87,10706.3,Maruti,Baleno,2020,diesel,oil_change,38,3499.5,heavy,time
4.57,8264.3,Hyundai,Creta,2014,hybrid,full_service,22,1335.7,average,km
0.64,2108.8,Toyota,RAV4,2017,petrol,inspection,74,7891.2,heavy,km
0.5,1672.4,Honda,Accord,2024,hybrid,oil_change,106,11527.6,heavy,km
1.29,3705.4,Toyota,RAV4,2012,petrol,oil_change,46,4294.6,heavy,km
0.32,396.1,Honda,CR-V,2023,hybrid,inspection,207,10614.9,average,time
3.72,9302.9,Hyundai,Tucson,2021,electric,full_service,323,26804.5,heavy,time
0.16,127.3,Ford,Escape,2022,diesel,oil_change,206,8947.2,average,time
3.45,2234.4,Hyundai,Tucson,2022,petrol,oil_change,97,2049.6,light,time
1.16,4358.4,BMW,5 Series,2013,petrol,brake_service,30,3641.6,heavy,km
1.35,4013.9,BMW,3 Series,2022,hybrid,inspection,92,9186.1,heavy,km
2.06,3710.6,BMW,5 Series,2013,petrol,inspection,72,4289.4,average,km
2.41,7242.0,BMW,X3,2019,petrol,full_service,28,2758.0,heavy,km
1.04,955.4,Hyundai,Creta,2024,petrol,inspection,167,5089.3,light,time
3.61,3810.4,Ford,Fiesta,2014,diesel,full_service,79,2667.4,light,time
0.21,271.6,BMW,X3,2010,diesel,full_service,137,6880.3,average,time
1.35,2991.8,Honda,CR-V,2013,petrol,full_service,66,5008.2,average,km
0.99,2414.1,Maruti,Baleno,2010,petrol,brake_service,72,5585.9,heavy,km
1.17,1107.2,Toyota,Camry,2017,hybrid,full_service,153,4566.1,light,time
0.99,2704.7,Hyundai,Tucson,2020,petrol,full_service,82,7295.3,heavy,km
0.69,1162.6,Hyundai,Creta,2024,diesel,oil_change,150,8675.3,average,time
2.33,6088.7,Hyundai,Tucson,2018,petrol,brake_service,45,3911.3,heavy,km
2.37,3317.5,Toyota,Corolla,2019,petrol,oil_change,67,3118.7,average,time
5.06,3781.5,Hyundai,i20,2014,diesel,oil_change,27,667.8,light,time
2.88,6436.0,BMW,5 Series,2010,petrol,full_service,21,1564.0,heavy,km
0.91,1056.3,Hyundai,Creta,2016,electric,inspection,326,12914.6,average,time
1.09,1443.4,Toyota,Camry,2018,petrol,inspection,169,6767.6,average,time
4.97,3622.1,Volkswagen,Golf,2019,petrol,oil_change,24,586.9,light,time
1.57,4481.3,Volkswagen,Polo,2013,hybrid,full_service,54,5118.7,heavy,km
1.66,5561.7,BMW,5 Series,2018,petrol,full_service,40,4438.3,heavy,km
1.62,2494.5,Honda,CR-V,2011,diesel,inspection,131,6663.3,average,time
7.8,6943.4,BMW,X3,2013,electric,full_service,58,1721.6,light,time
0.66,1826.1,BMW,3 Series,2024,hybrid,inspection,126,11373.9,heavy,km
1.39,741.3,Maruti,Swift,2020,hybrid,oil_change,159,2747.8,light,time
4.34,6420.3,Honda,Civic,2017,electric,oil_change,225,10789.4,average,time
5.89,3650.4,Maruti,Swift,2016,petrol,oil_change,24,486.3,light,time
3.11,10870.4,Volkswagen,Golf,2024,hybrid,inspection,21,2329.6,heavy,km
9.88,5950.0,Honda,Civic,2024,electric,oil_change,113,2237.8,light,time
0.55,1202.7,Volkswagen,Golf,2011,petrol,oil_change,98,6797.3,heavy,km
1.17,3116.7,Honda,Civic,2019,petrol,oil_change,80,6883.3,heavy,km
1.93,5089.5,BMW,5 Series,2021,petrol,oil_change,67,5910.5,heavy,km
0.67,919.1,Hyundai,i20,2014,diesel,brake_service,156,6660.6,average,time
0.18,342.6,Toyota,Camry,2020,hybrid,oil_change,155,7257.5,average,time
3.03,2134.0,Hyundai,Creta,2010,hybrid,brake_service,83,2000.3,light,time
4.96,8289.1,Honda,Civic,2016,petrol,oil_change,17,969.8,average,time
3.31,2306.4,Maruti,Swift,2017,petrol,full_service,107,2485.4,light,time
1.52,5157.0,Ford,Focus,2023,diesel,inspection,102,11343.0,heavy,km
4.49,4190.7,BMW,3 Series,2022,electric,oil_change,245,7333.7,light,time
1.31,1601.9,Volkswagen,Polo,2023,petrol,inspection,128,4966.6,average,time
4.24,7356.4,BMW,5 Series,2013,petrol,inspection,10,643.6,average,km
7.78,12282.3,Honda,CR-V,2014,electric,oil_change,107,5532.4,average,time
1.79,6585.3,BMW,3 Series,2012,petrol,oil_change,13,1414.7,heavy,km
4.01,2313.9,Ford,Escape,2016,petrol,inspection,61,1134.5,light,time
4.89,6549.1,Hyundai,Creta,2021,petrol,inspection,39,1716.0,average,time
5.56,9010.6,Ford,Escape,2022,electric,oil_change,163,8720.1,average,time
2.85,4133.2,Maruti,Vitara,2011,petrol,oil_change,79,3866.8,average,km
2.54,7570.5,BMW,3 Series,2014,petrol,full_service,4,429.5,heavy,km
4.79,8183.3,Maruti,Baleno,2017,petrol,full_service,32,1816.7,average,km
2.22,5323.0,BMW,3 Series,2011,petrol,oil_change,34,2677.0,heavy,km
1.57,2786.2,Toyota,Corolla,2024,diesel,oil_change,164,9845.5,average,time
6.06,2466.1,Volkswagen,Golf,2022,petrol,oil_change,21,289.2,light,time
2.14,1274.3,Maruti,Baleno,2012,hybrid,full_service,115,2182.9,light,time
11.6,17018.6,Ford,Fiesta,2016,electric,brake_service,27,1304.4,average,time
3.41,3476.8,Maruti,Swift,2021,petrol,brake_service,76,2573.6,light,time
3.83,2751.9,BMW,5 Series,2011,hybrid,full_service,65,1562.4,light,time
5.21,9287.8,Ford,Fiesta,2016,hybrid,brake_service,9,518.4,average,time
3.51,2228.8,Ford,Escape,2010,diesel,full_service,100,2115.6,light,time
3.82,4260.8,Volkswagen,Polo,2016,hybrid,oil_change,49,1789.5,average,time
0.39,405.8,Hyundai,Tucson,2020,diesel,full_service,150,4358.6,average,time
7.21,7455.4,Toyota,Camry,2016,electric,full_service,196,6707.0,light,time
1.93,1583.2,Maruti,Vitara,2024,petrol,oil_change,125,3298.5,light,time
4.55,2333.5,Honda,Accord,2024,diesel,oil_change,34,566.9,light,time
3.29,2447.1,Toyota,Camry,2012,petrol,inspection,82,1898.4,light,time
1.34,2253.6,Volkswagen,Polo,2019,petrol,full_service,137,7746.4,average,km
2.94,2410.8,Ford,Escape,2016,diesel,oil_change,67,1808.5,light,time
1.48,1862.8,BMW,3 Series,2023,diesel,inspection,159,6543.3,average,time
1.15,3745.4,BMW,3 Series,2014,petrol,full_service,39,4254.6,heavy,km
1.65,2712.2,Ford,Focus,2016,diesel,inspection,146,7970.4,average,time
0.98,1575.9,Maruti,Baleno,2016,petrol,oil_change,160,8424.1,average,km
0.24,998.4,Hyundai,i20,2021,diesel,inspection,120,15501.6,heavy,km
5.11,3580.9,BMW,X3,2020,hybrid,inspection,16,373.1,light,time
0.46,449.4,Honda,CR-V,2018,hybrid,oil_change,165,5318.1,light,time
3.45,5197.5,Maruti,Swift,2012,petrol,inspection,37,1844.6,average,time
1.43,1836.4,Toyota,RAV4,2013,petrol,oil_change,118,5077.6,average,time
5.82,4775.2,Toyota,RAV4,2016,petrol,inspection,4,114.5,light,time
0.5,1038.8,Ford,Escape,2014,petrol,oil_change,108,6961.2,average,km
1.85,5887.0,Maruti,Swift,2010,petrol,brake_service,21,2113.0,heavy,km
2.92,6909.6,Toyota,RAV4,2010,petrol,full_service,14,1090.4,average,km
1.43,3468.2,Hyundai,Tucson,2014,petrol,full_service,57,4531.8,heavy,km
2.38,1755.5,Maruti,Vitara,2023,diesel,oil_change,71,1677.3,light,time
3.92,6995.3,Volkswagen,Tiguan,2019,hybrid,oil_change,51,3006.3,average,time
1.28,2423.0,Honda,CR-V,2011,petrol,full_service,94,5577.0,average,km
